start;end;description
864;864;RESERVE CODE 1
865;865;RESERVE CODE 2
866;866;RESERVE CODE 3
867;867;RESERVE CODE 4
868;868;RESERVE CODE 5
869;869;RESERVE CODE 6
870;870;RESERVE CODE 7
871;871;RESERVE CODE 8
872;872;RESERVE CODE 9
873;873;RESERVE CODE 10
874;874;RESERVE CODE 11
875;875;RESERVE CODE 12
876;876;RESERVE CODE 13
877;877;RESERVE CODE 14
878;878;RESERVE CODE 15
879;879;RESERVE CODE 16
880;880;RESERVE CODE 17
881;881;RESERVE CODE 18
882;882;RESERVE CODE 19
883;883;RESERVE CODE 20
884;884;RESERVE CODE 21
885;885;RESERVE CODE 22
886;886;RESERVE CODE 23
887;887;RESERVE CODE 24
888;888;RESERVE CODE 25
889;889;RESERVE CODE 26
890;890;RESERVE CODE 27
891;891;RESERVE CODE 28
892;892;RESERVE CODE 29
893;893;RESERVE CODE 30
894;894;RESERVE CODE 31
895;895;RESERVE CODE 32
896;896;RESERVE CODE 33
897;897;RESERVE CODE 34
898;898;RESERVE CODE 35
899;899;RESERVE CODE 36
900;994;NORTH AMERICA (EXCEPT HISPANIC)
900;912;AFRICAN AMERICAN
900;900;AFRO AMERICAN
901;901;AFRO
902;902;AFRICAN AMERICAN
903;903;BLACK
904;904;NEGRO
905;905;NONWHITE
906;906;COLORED
906;906;Bilalian
906;906;Nigritian
907;907;CREOLE
908;912;MULATTO
913;923;NATIVE AMERICAN
913;913;CENTRAL AMERICAN INDIAN
914;918;SOUTH AMERICAN INDIAN
919;919;CHEROKEE
920;920;AMERICAN INDIAN
921;921;ALEUT
922;922;ESKIMO
923;923;INUIT
924;928;WHITE
924;924;WHITE
924;924;Caucasian
925;926;Wasp
925;925;ANGLO
925;925;Swamp Yankee
927;927;APPALACHIAN
927;927;Hillbilly
928;928;ARYAN
929;929;PENNSYLVANIA GERMAN
929;929;Amish
929;929;Pennsylvania Dutch
929;929;Mennonite
929;929;Hutterite
930;930;GREENLANDER
931;934;CANADIAN
931;932;Yukon
931;931;CANADIAN
931;931;Albertan
931;931;British Columbia
931;931;Canada
931;931;Labrador
931;931;Manitoba
931;931;New Brunswick
931;931;Ontario
931;931;Prince Edward Islander
931;931;Saskatchewan
933;933;NEWFOUNDLAND
934;934;NOVA SCOTIA
935;935;FRENCH CANADIAN
935;935;Canadien
935;935;Franco American
935;935;Quebec
935;935;Quebecois
936;938;ACADIAN/CAJUN
936;936;ACADIAN
936;936;Acadia
937;938;CAJUN
939;939;AMERICAN
940;992;UNITED STATES
940;940;UNITED STATES
941;941;ALABAMA
942;942;ALASKA
943;943;ARIZONA
944;944;ARKANSAS
945;945;CALIFORNIA
946;946;COLORADO
947;947;CONNECTICUT
948;948;DISTRICT OF COLUMBIA
949;949;DELAWARE
950;950;FLORIDA
951;951;IDAHO
952;952;ILLINOIS
953;953;INDIANA
954;954;IOWA
955;955;KANSAS
956;956;KENTUCKY
957;957;LOUISIANA
958;958;MAINE
959;959;MARYLAND
960;960;MASSACHUSETTS
961;961;MICHIGAN
962;962;MINNESOTA
963;963;MISSISSIPPI
964;964;MISSOURI
965;965;MONTANA
966;966;NEBRASKA
967;967;NEVADA
968;968;NEW HAMPSHIRE
969;969;NEW JERSEY
970;970;NEW MEXICO
971;971;NEW YORK
972;972;NORTH CAROLINA
973;973;NORTH DAKOTA
974;975;OHIO
976;976;OKLAHOMA
977;977;OREGON
978;978;PENNSYLVANIA
979;979;RHODE ISLAND
980;980;SOUTH CAROLINA
981;981;SOUTH DAKOTA
982;982;TENNESSEE
983;983;TEXAS
984;984;UTAH
985;985;VERMONT
986;986;VIRGINIA
987;987;WASHINGTON
988;988;WEST VIRGINIA
989;989;WISCONSIN
990;990;WYOMING
991;992;GEORGIA
993;993;SOUTHERNER
994;994;NORTH AMERICAN
994;994;North America
995;999;RESIDUAL AND NO RESPONSE
995;995;MIXTURE
996;997;UNCODABLE ENTRIES
998;998;OTHER RESPONSES
998;998;Adventist
998;998;Agnostic
998;998;Apostolic
998;998;Ashkenazim Jew
998;998;Atheist
998;998;Bahai
998;998;Baptist
998;998;Brethren
998;998;Buddhist
998;998;Catholic
998;998;Christian
998;998;Christian Scientist
998;998;Congregationalist
998;998;Episcopal
998;998;Evangelist
998;998;Hebrew
998;998;Holiness
998;998;Islam
998;998;Jain
998;998;Jehovahs Witnesses
998;998;Jewish
998;998;Latter Day Saints
998;998;Lutheran
998;998;Methodist
998;998;Mormon
998;998;Muslim
998;998;Orthodox
998;998;Pentecostal
998;998;Presbyterian
998;998;Protestant
998;998;Quaker
998;998;Roman Catholic
998;998;Salvation Army
998;998;Sephardic
998;998;Seventh Day Adventist
998;998;Shiite
998;998;Unitarian
998;998;Yiddish
998;998;Zoroastrian
999;999;NOT REPORTED
